no,date,red1,red2,red3,red4,red5,red6,blue1
16096,20160818,06,13,14,21,22,24,16
16097,20160821,06,13,25,26,28,31,01
16098,20160823,02,08,25,29,31,32,06
16099,20160825,01,11,21,23,27,33,06
16100,20160828,03,10,22,23,27,29,04
16101,20160830,01,03,19,24,32,33,01
16102,20160901,05,08,10,14,17,30,13
16103,20160904,01,05,13,19,24,27,11
16104,20160906,05,09,11,18,30,31,04
16105,20160908,08,10,19,27,28,31,16
16106,20160911,04,05,13,22,25,30,04
16107,20160913,06,11,18,26,27,32,01
16108,20160915,02,03,07,08,19,26,16
16109,20160918,09,11,15,16,27,33,05
16110,20160920,05,07,28,31,32,33,08
16111,20160922,02,04,07,14,15,32,04
16112,20160925,06,12,14,15,18,25,12
16113,20160927,01,11,16,17,20,26,14
16114,20160929,05,16,20,22,27,29,09
16115,20161002,06,08,20,22,26,27,09
16116,20161004,07,18,20,23,27,31,13
16117,20161006,03,10,14,17,28,33,02
16118,20161009,09,14,22,23,31,33,14
16119,20161011,09,19,21,30,31,32,04
16120,20161013,02,05,06,21,25,28,09
16121,20161016,02,03,10,23,25,28,09
16122,20161018,15,22,23,24,28,29,08
16123,20161020,07,09,12,14,20,27,16
16124,20161023,09,15,21,24,27,32,10
16125,20161025,01,06,08,20,27,30,03
16126,20161027,02,06,12,17,18,19,10
16127,20161030,07,12,17,26,29,31,16
16128,20161101,04,09,11,17,26,27,13
16129,20161103,05,06,08,21,31,33,14
16130,20161106,03,17,21,23,27,28,01
16131,20161108,04,10,18,19,25,27,02
16132,20161110,05,08,13,19,27,28,07
16133,20161113,15,16,21,22,27,33,15
16134,20161115,11,12,13,14,18,33,13
16135,20161117,02,08,10,18,20,33,12
16136,20161120,02,07,10,20,27,29,03
16137,20161122,01,06,09,10,15,32,14
16138,20161124,07,16,20,24,25,30,07
16139,20161127,01,06,19,26,28,30,03
16140,20161129,01,02,05,17,26,32,10
16141,20161201,04,13,15,17,21,24,15
16142,20161204,01,10,17,21,23,30,12
16143,20161206,06,09,23,24,25,33,13
16144,20161208,04,10,12,27,32,33,05
16145,20161211,01,03,07,12,19,20,06
16146,20161213,03,07,15,16,17,23,10
16147,20161215,04,14,18,28,31,32,12
16148,20161218,01,02,11,20,26,30,14
16149,20161220,03,20,23,26,32,33,07
16150,20161222,02,04,05,09,13,21,05
16151,20161225,06,11,16,20,22,33,07
16152,20161227,02,08,09,16,20,22,07
16153,20161229,07,09,16,24,25,29,06
17001,20170101,09,11,14,20,25,26,15
17002,20170103,15,19,23,24,25,32,03
17003,20170105,01,04,08,15,27,32,16
17004,20170108,05,13,17,26,27,30,07
17005,20170110,06,11,12,22,23,30,05
17006,20170112,02,04,08,26,29,33,08
17007,20170115,02,04,05,24,26,33,15
17008,20170117,07,13,15,27,28,29,13
17009,20170119,02,06,08,09,15,29,14
17010,20170122,05,08,19,25,28,30,07
17011,20170124,10,11,12,23,26,29,16
17012,20170126,10,11,14,15,16,24,07
17013,20170205,08,11,28,29,31,33,06
17014,20170207,06,08,18,20,23,31,13
17015,20170209,01,08,09,14,17,32,01
17016,20170212,05,08,16,22,27,29,02
17017,20170214,03,07,08,10,22,23,12
17018,20170216,01,02,03,17,25,31,09
17019,20170219,04,06,08,12,23,25,08
17020,20170221,04,08,10,12,31,33,10
17021,20170223,02,05,10,22,32,33,09
17022,20170226,02,06,15,16,18,32,15
17023,20170228,01,03,04,11,18,22,14
17024,20170302,09,21,25,26,29,31,13
17025,20170305,02,15,16,17,22,32,07
17026,20170307,03,10,12,19,27,30,08
17027,20170309,02,04,11,14,27,30,05
17028,20170312,07,08,12,13,22,30,09
17029,20170314,02,15,21,23,25,30,10
17030,20170316,01,07,09,20,23,30,02
17031,20170319,06,10,16,26,27,29,03
17032,20170321,05,08,15,24,27,31,11
17033,20170323,05,07,15,20,23,30,15
17034,20170326,04,07,08,19,32,33,13
17035,20170328,01,06,14,24,28,32,12
17036,20170330,01,02,05,10,24,27,15
17037,20170402,11,15,20,22,25,30,05
17038,20170404,01,04,08,13,24,27,05
17039,20170406,02,04,12,14,17,24,15
17040,20170409,15,19,23,28,29,33,04
17041,20170411,04,10,13,15,22,27,04
17042,20170413,01,02,04,07,10,23,04
17043,20170416,08,13,16,23,27,31,08
17044,20170418,08,16,19,21,31,32,06
17045,20170420,05,07,16,20,21,25,05
17046,20170423,04,13,14,23,26,32,10
17047,20170425,02,05,08,10,32,33,02
17048,20170427,05,08,09,14,15,19,07
17049,20170430,01,08,14,15,20,29,10
17050,20170502,10,12,20,24,27,29,07
17051,20170504,02,05,09,15,24,25,11
17052,20170507,07,08,18,24,29,31,07
17053,20170509,04,09,11,15,29,31,06
17054,20170511,02,03,09,23,28,33,08
17055,20170514,07,12,13,20,24,31,05
17056,20170516,13,14,18,19,21,28,06
17057,20170518,18,20,22,23,30,31,16
17058,20170521,01,09,13,22,28,32,11
17059,20170523,04,08,09,15,19,25,09
17060,20170525,05,10,13,24,26,31,04
17061,20170528,06,07,12,20,26,27,11
17062,20170530,01,07,22,24,26,31,10
17063,20170601,12,16,20,22,25,31,04
17064,20170604,02,10,16,22,24,28,15
17065,20170606,02,05,08,10,12,21,07
17066,20170608,01,04,06,17,19,26,03
17067,20170611,01,03,04,10,18,29,04
17068,20170613,02,06,10,22,30,31,15
17069,20170615,02,11,12,23,29,31,05
17070,20170618,01,06,14,22,25,26,12
17071,20170620,02,03,06,14,31,32,03
17072,20170622,06,11,14,23,26,30,02
17073,20170625,03,06,16,23,26,30,14
17074,20170627,02,06,16,23,30,31,02
17075,20170629,01,03,06,19,21,29,07
17076,20170702,01,04,08,09,14,15,13
17077,20170704,01,02,04,15,17,22,14
17078,20170706,05,07,18,19,22,24,16
17079,20170709,03,07,14,23,25,27,08
17080,20170711,01,12,16,20,22,24,08
17081,20170713,03,05,14,25,26,30,05
17082,20170716,14,18,21,25,28,29,10
17083,20170718,03,08,14,20,24,26,12
17084,20170720,01,05,11,20,22,24,02
17085,20170723,01,05,06,16,25,30,09
17086,20170725,03,05,06,13,20,22,07
17087,20170727,03,06,13,14,19,28,06
17088,20170730,07,09,18,22,23,29,06
17089,20170801,11,12,13,16,23,25,12
17090,20170803,01,07,10,16,22,33,09
17091,20170806,05,07,10,23,28,29,03
17092,20170808,10,18,19,29,32,33,09
17093,20170810,07,08,09,15,22,27,12
17094,20170813,08,11,13,19,28,31,06
17095,20170815,09,10,12,19,22,29,16
17096,20170817,02,06,11,12,19,29,06
17097,20170820,05,10,18,19,30,31,03
17098,20170822,04,19,22,27,30,33,01
17099,20170824,02,05,06,16,28,29,04
17100,20170827,04,07,08,18,23,24,02
17101,20170829,01,04,11,28,31,32,16
17102,20170831,04,08,10,14,18,20,11
17103,20170903,01,21,23,25,31,33,01
17104,20170905,01,14,15,20,23,30,14
17105,20170907,03,06,07,12,25,26,07
17106,20170910,12,15,20,25,27,31,02
17107,20170912,08,09,15,17,30,32,06
17108,20170914,07,12,14,15,17,20,01
17109,20170917,08,14,16,18,21,23,16
17110,20170919,01,03,12,15,19,23,14
17111,20170921,05,10,17,19,29,32,12
17112,20170924,03,10,14,16,22,23,11
17113,20170926,04,06,16,27,29,33,05
17114,20170928,06,12,13,15,18,26,13
17115,20171001,04,10,11,25,30,31,01
17116,20171003,02,14,20,22,30,32,02
17117,20171005,01,02,08,11,14,21,09
17118,20171008,08,09,15,22,30,33,16
17119,20171010,09,16,21,25,26,31,14
17120,20171012,08,10,15,19,23,28,16
17121,20171015,11,18,19,22,24,32,07
17122,20171017,11,20,21,22,24,27,15
17123,20171019,04,05,06,11,21,31,10
17124,20171022,02,06,11,26,28,29,03
17125,20171024,01,14,23,25,29,30,03
17126,20171026,01,16,17,21,27,30,16
17127,20171029,14,15,21,24,27,32,12
17128,20171031,02,06,13,22,29,31,08
17129,20171102,05,06,09,14,21,33,02
17130,20171105,05,13,14,23,25,31,02
17131,20171107,01,07,10,11,26,27,11
17132,20171109,02,03,05,09,13,28,11
17133,20171112,06,15,17,18,23,30,11
17134,20171114,04,05,11,14,28,32,04
17135,20171116,01,06,07,14,18,26,16
17136,20171119,03,07,10,18,21,24,12
17137,20171121,05,10,20,23,26,31,03
17138,20171123,01,17,24,28,32,33,02
17139,20171126,02,14,20,24,28,32,16
17140,20171128,21,22,25,28,29,30,08
17141,20171130,01,06,07,11,13,15,05
17142,20171203,08,13,14,18,23,33,06
17143,20171205,04,06,09,14,20,29,14
17144,20171207,03,14,16,20,31,32,09
17145,20171210,02,06,12,17,25,28,12
17146,20171212,01,19,25,26,27,33,10
17147,20171214,03,07,20,21,25,31,14
17148,20171217,04,07,11,14,29,32,12
17149,20171219,05,08,15,20,27,30,13
17150,20171221,06,14,19,20,21,23,08
17151,20171224,02,05,07,09,11,27,16
17152,20171226,06,10,23,25,26,29,05
17153,20171228,07,11,12,13,18,19,16
17154,20171231,05,09,13,15,18,26,05
18001,20180102,01,08,11,26,28,31,04
18002,20180104,07,18,24,29,31,33,16
18003,20180107,01,14,16,17,20,31,04
18004,20180109,14,18,19,26,30,31,11
18005,20180111,02,20,21,28,31,33,06
18006,20180114,02,07,08,09,17,29,11
18007,20180116,13,14,20,25,27,31,12
18008,20180118,05,09,10,12,17,19,13
18009,20180121,05,10,17,23,26,32,07
18010,20180123,01,08,17,20,21,22,03
18011,20180125,03,10,21,23,27,33,11
18012,20180128,11,12,13,19,26,28,12
18013,20180130,06,08,13,15,22,33,06
18014,20180201,09,12,20,24,28,31,07
18015,20180204,11,15,20,21,26,33,15
18016,20180206,01,11,12,18,25,27,16
18017,20180208,03,06,11,26,30,32,12
18018,20180211,02,12,13,18,25,27,07
18019,20180213,03,11,12,16,21,23,09
18020,20180222,06,09,10,14,28,30,05
18021,20180225,03,04,06,11,23,28,14
18022,20180227,07,14,19,21,22,23,03
18023,20180301,12,15,16,21,26,29,16
18024,20180304,11,19,22,26,31,32,02
18025,20180306,04,13,16,19,21,25,14
18026,20180308,04,07,12,14,26,32,04
18027,20180311,02,07,09,14,18,28,05
18028,20180313,03,08,11,14,18,23,16
18029,20180315,01,02,09,14,22,25,05
18030,20180318,13,14,20,21,25,33,07
18031,20180320,02,16,18,19,27,30,14
18032,20180322,21,22,23,24,25,32,06
18033,20180325,04,19,20,22,28,33,06
18034,20180327,01,05,11,22,23,26,15
18035,20180329,07,10,11,17,23,28,15
18036,20180401,08,17,24,26,28,33,04
18037,20180403,01,06,07,08,27,30,10
18038,20180405,15,23,24,25,28,29,09
18039,20180408,08,12,18,19,23,32,03
18040,20180410,01,03,08,13,18,23,16
18041,20180412,07,08,20,23,24,32,13
18042,20180415,06,10,21,28,29,31,12
18043,20180417,01,04,06,08,21,24,07
18044,20180419,05,09,12,17,27,30,06
18045,20180422,03,04,06,25,26,30,01
18046,20180424,10,13,14,18,20,31,03
18047,20180426,06,07,12,16,22,25,07
18048,20180429,01,12,20,25,30,31,02
18049,20180501,01,03,04,11,19,23,02
18050,20180503,01,02,04,10,18,19,07
18051,20180506,05,07,20,23,27,31,04
18052,20180508,03,05,06,09,15,32,14
18053,20180510,01,04,10,11,14,27,06
18054,20180513,04,06,18,22,25,33,16
18055,20180515,07,09,10,12,22,26,07
18056,20180517,01,03,06,20,21,26,01
18057,20180520,05,15,17,19,20,30,13
18058,20180522,07,12,13,16,26,31,07
18059,20180524,04,06,08,13,22,32,11
18060,20180527,04,08,13,25,30,31,10
18061,20180529,09,10,11,12,18,23,07
18062,20180531,02,18,19,24,25,33,11
18063,20180603,05,06,10,16,20,25,12
18064,20180605,02,05,10,11,17,21,05
18065,20180607,01,04,06,14,28,33,01
18066,20180610,09,16,17,19,22,26,10
18067,20180612,01,04,09,12,15,18,05
18068,20180614,08,10,17,20,27,30,01
18069,20180617,06,13,17,19,23,31,12
18070,20180619,04,09,15,16,19,27,10
18071,20180621,02,05,06,13,16,19,03
18072,20180624,11,16,19,22,25,30,08
18073,20180626,02,09,14,15,16,23,10
18074,20180628,09,11,14,20,27,30,09
18075,20180701,07,09,12,13,22,24,11
18076,20180703,03,07,08,15,29,30,13
18077,20180705,02,05,09,15,20,24,10
18078,20180708,03,10,14,17,18,30,12
18079,20180710,14,15,17,22,24,29,13
18080,20180712,04,07,13,20,29,33,03
18081,20180715,01,02,12,16,20,26,03
18082,20180717,06,12,14,20,22,24,09
18083,20180719,04,09,18,21,32,33,03
18084,20180722,05,06,08,12,22,24,03
18085,20180724,04,10,25,26,30,33,06
18086,20180726,02,07,17,21,23,26,16
18087,20180729,01,05,10,16,18,31,03
18088,20180731,03,05,12,29,30,32,14
18089,20180802,06,09,12,14,18,27,14
18090,20180805,01,02,04,10,14,23,07
18091,20180807,06,11,13,17,25,32,07
18092,20180809,06,10,16,19,24,33,16
18093,20180812,04,18,20,21,29,33,07
18094,20180814,04,07,16,20,24,30,05
18095,20180816,10,11,12,21,26,33,09
18096,20180819,01,05,09,20,28,32,12
18097,20180821,01,02,17,20,25,28,13
18098,20180823,06,10,11,20,29,32,13
18099,20180826,03,07,08,14,25,32,06
18100,20180828,02,11,14,15,29,33,02
18101,20180830,01,03,14,26,29,33,09
18102,20180902,02,06,11,19,21,28,05
18103,20180904,02,09,15,22,23,24,16
18104,20180906,02,03,06,19,25,29,01
18105,20180909,04,05,13,18,19,25,01
18106,20180911,04,18,19,24,25,26,10
18107,20180913,01,02,05,12,20,22,01
18108,20180916,05,13,18,21,26,30,02
18109,20180918,10,11,18,23,31,33,15
18110,20180920,11,13,16,21,22,23,02
18111,20180923,01,07,14,24,25,28,08
18112,20180925,05,08,18,25,26,31,04
18113,20180927,01,06,09,16,25,26,09
18114,20180930,01,07,15,16,20,27,14
18115,20181002,01,13,19,24,26,29,11
18116,20181004,05,14,17,22,23,28,15
18117,20181007,08,11,15,17,23,25,05
18118,20181009,08,12,21,22,27,31,09
18119,20181011,03,13,14,16,25,27,12
18120,20181014,03,04,18,26,27,33,01
18121,20181016,06,08,14,19,23,25,11
18122,20181018,05,07,20,22,30,32,10
18123,20181021,13,21,24,27,31,32,01
18124,20181023,09,13,14,19,22,25,02
18125,20181025,03,10,11,14,15,32,02
18126,20181028,01,06,08,09,14,22,05
18127,20181030,02,05,06,07,11,15,12
18128,20181101,06,07,08,19,22,23,02
18129,20181104,02,04,06,16,18,19,16
18130,20181106,05,12,17,18,24,28,12
18131,20181108,21,22,24,31,32,33,01
18132,20181111,01,02,09,10,15,22,06
18133,20181113,02,04,11,12,18,32,13
18134,20181115,03,16,18,31,32,33,12
18135,20181118,01,03,06,10,11,29,16
18136,20181120,10,12,15,25,26,27,14
18137,20181122,03,05,11,15,20,23,09
18138,20181125,01,10,25,27,30,32,09
18139,20181127,11,18,20,23,31,32,15
18140,20181129,01,15,20,22,25,28,14
18141,20181202,11,14,16,18,24,33,04
18142,20181204,05,08,10,11,27,28,11
18143,20181206,04,06,15,28,32,33,14
18144,20181209,08,13,17,18,20,27,13
18145,20181211,03,09,13,22,23,25,06
18146,20181213,02,10,11,17,18,29,16
18147,20181216,03,15,17,23,27,30,11
18148,20181218,03,06,18,19,21,31,01
18149,20181220,01,07,08,10,12,24,01
18150,20181223,06,08,15,19,20,31,05
18151,20181225,05,15,19,25,26,29,15
18152,20181227,04,14,16,23,28,29,03
18153,20181230,01,07,17,23,25,31,11
19001,20190101,06,10,13,15,32,33,15
19002,20190103,04,05,06,08,09,18,11
19003,20190106,13,17,20,21,22,27,01
19004,20190108,08,12,16,19,26,32,03
19005,20190110,21,22,26,28,31,32,07
19006,20190113,01,05,10,19,26,28,12
19007,20190115,06,10,14,15,19,23,15
19008,20190117,02,06,09,13,28,32,12
19009,20190120,01,07,10,22,31,32,15
19010,20190122,02,04,05,08,11,30,02
19011,20190124,10,13,19,21,24,30,07
19012,20190127,07,10,21,23,31,33,14
19013,20190129,05,07,14,16,18,21,01
19014,20190131,01,02,03,14,19,33,03
19015,20190203,11,15,16,20,24,31,04
19016,20190212,05,07,09,11,19,25,05
19017,20190214,04,05,24,28,30,33,09
19018,20190217,04,11,18,19,26,32,04
19019,20190219,03,11,17,18,24,25,06
19020,20190221,02,12,13,23,27,28,12
19021,20190224,02,05,07,08,20,27,04
19022,20190226,03,07,11,21,30,33,07
19023,20190228,01,10,14,15,18,31,13
19024,20190303,01,08,23,25,28,29,10
19025,20190305,15,16,21,27,30,33,04
19026,20190307,03,13,15,19,20,27,14
19027,20190310,02,06,08,10,11,17,13
19028,20190312,04,19,22,26,29,30,11
19029,20190314,08,11,17,23,32,33,10
19030,20190317,04,05,07,10,12,22,16
19031,20190319,03,13,15,18,21,33,16
19032,20190321,04,08,09,13,28,33,04
19033,20190324,09,15,19,21,23,29,15
19034,20190326,09,11,15,22,24,26,03
19035,20190328,01,05,07,09,10,20,16
19036,20190331,02,10,13,16,23,32,08
19037,20190402,01,07,12,14,18,25,10
19038,20190404,09,12,21,27,29,30,05
19039,20190407,06,07,11,14,27,32,08
19040,20190409,05,06,09,18,23,31,11
19041,20190411,02,09,13,23,24,26,16
19042,20190414,15,17,19,22,25,26,04
19043,20190416,01,06,12,13,24,32,13
19044,20190418,06,14,16,17,23,29,07
19045,20190421,01,06,17,19,27,31,14
19046,20190423,02,12,16,22,25,32,06
19047,20190425,03,11,18,25,30,33,14
19048,20190428,03,07,10,12,18,29,10
19049,20190430,03,10,13,22,23,28,15
19050,20190502,04,06,10,11,21,23,02
19051,20190505,08,09,10,13,15,28,09
19052,20190507,03,06,09,13,16,19,16
19053,20190509,04,16,22,25,29,31,08
19054,20190512,07,10,11,15,24,26,11
19055,20190514,01,06,11,15,19,31,10
19056,20190516,13,14,17,19,21,29,01
19057,20190519,04,05,06,08,13,18,16
19058,20190521,07,08,12,21,23,27,12
19059,20190523,04,05,07,09,16,18,06
19060,20190526,03,04,14,20,23,27,01
19061,20190528,03,17,19,24,27,31,12
19062,20190530,07,13,16,23,26,30,01
19063,20190602,01,14,19,22,29,31,16
19064,20190604,12,20,24,25,30,33,12
19065,20190606,06,09,11,15,20,26,10
19066,20190609,01,14,17,20,22,32,04
19067,20190611,04,06,08,11,30,33,11
19068,20190613,03,14,20,24,26,33,10
19069,20190616,06,11,16,19,21,25,01
19070,20190618,06,15,18,19,24,32,09
19071,20190620,01,08,19,24,29,30,04
19072,20190623,02,09,13,15,22,30,15
19073,20190625,01,02,06,12,16,18,08
19074,20190627,12,21,27,29,31,33,04
19075,20190630,05,08,20,22,31,33,03
19076,20190702,12,15,19,20,29,32,14
19077,20190704,09,11,13,18,21,22,15
19078,20190707,01,17,27,29,31,33,12
19079,20190709,01,03,06,09,19,31,16
19080,20190711,03,06,08,20,24,32,07
19081,20190714,05,24,27,29,31,32,10
19082,20190716,07,16,19,22,24,28,02
19083,20190718,06,15,17,26,28,31,03
19084,20190721,04,08,14,18,20,27,03
19085,20190723,01,04,14,18,24,29,04
19086,20190725,16,22,24,26,28,31,06
19087,20190728,04,05,07,09,21,30,04
19088,20190730,13,14,15,21,23,29,13
19089,20190801,02,04,14,16,20,22,11
19090,20190804,02,03,06,08,14,22,04
19091,20190806,07,10,21,24,29,32,11
19092,20190808,09,17,27,28,32,33,08
19093,20190811,05,07,08,09,20,22,02
19094,20190813,05,10,12,18,19,27,06
19095,20190815,02,05,14,19,21,28,01
19096,20190818,05,07,12,18,27,32,11
19097,20190820,03,05,18,24,25,31,09
19098,20190822,03,11,12,14,17,26,09
19099,20190825,07,14,22,23,27,30,08
19100,20190827,01,04,12,13,30,32,08
19101,20190829,01,04,09,21,31,33,05
19102,20190901,03,08,12,16,20,32,12
19103,20190903,04,12,14,21,27,29,12
19104,20190905,01,05,16,17,18,24,10
19105,20190908,02,13,15,17,26,33,01
19106,20190910,02,14,22,27,30,33,14
19107,20190912,02,06,08,23,27,32,02
19108,20190915,07,13,19,22,25,32,13
19109,20190917,03,06,07,17,28,31,10
19110,20190919,01,18,22,26,27,28,08
19111,20190922,07,18,20,22,24,33,01
19112,20190924,03,12,14,17,23,27,01
19113,20190926,01,05,19,21,25,33,15
19114,20190929,02,04,09,11,12,30,01
19115,20191008,04,10,11,14,15,29,05
19116,20191010,01,08,09,13,16,33,01
19117,20191013,03,05,11,28,32,33,01
19118,20191015,12,14,15,25,28,31,04
19119,20191017,04,20,22,24,26,33,07
19120,20191020,10,12,27,31,32,33,03
19121,20191022,02,06,15,21,30,31,02
19122,20191024,04,10,15,19,21,23,02
19123,20191027,02,06,08,17,28,30,06
19124,20191029,04,09,30,31,32,33,01
19125,20191031,02,11,12,26,27,29,03
19126,20191103,02,14,17,29,32,33,16
19127,20191105,02,06,07,12,17,24,10
19128,20191107,03,08,12,16,17,19,08
19129,20191110,03,04,07,09,15,26,07
19130,20191112,01,07,09,11,24,32,16
19131,20191114,09,17,19,20,24,31,04
19132,20191117,04,06,11,14,19,33,07
19133,20191119,03,07,16,21,24,31,07
19134,20191121,01,04,06,22,29,30,03
19135,20191124,03,06,10,11,27,33,03
19136,20191126,12,14,15,17,29,33,12
19137,20191128,07,10,13,19,23,31,06
19138,20191201,02,06,12,30,31,32,11
19139,20191203,08,14,20,23,30,33,11
19140,20191205,02,04,09,11,14,22,05
19141,20191208,10,13,14,15,17,33,14
19142,20191210,08,14,24,27,29,33,09
19143,20191212,05,13,15,16,26,32,09
19144,20191215,02,12,15,19,27,30,03
19145,20191217,01,08,13,17,18,19,16
19146,20191219,01,04,10,12,30,32,14
19147,20191222,01,09,12,14,23,27,12
19148,20191224,09,10,13,20,26,27,08
19149,20191226,01,06,27,28,31,33,07
19150,20191229,02,09,14,22,27,29,02
19151,20191231,02,06,09,18,24,26,14
20001,20200102,02,15,23,26,29,30,02
20002,20200105,04,09,14,15,16,29,11
20003,20200107,09,17,26,29,30,32,03
20004,20200109,02,15,17,27,32,33,03
20005,20200112,11,16,17,22,26,32,04
20006,20200114,03,04,05,10,16,32,09
20007,20200116,05,12,17,20,25,31,10
20008,20200119,01,04,06,10,11,28,16
20009,20200121,03,06,08,14,19,26,12
20010,20200312,11,14,22,27,31,32,09
20011,20200315,04,05,07,17,18,29,01
20012,20200317,04,13,14,23,26,31,09
20013,20200319,02,08,10,20,21,30,14
20014,20200322,02,07,08,10,12,16,07
20015,20200324,08,09,22,24,30,33,01
20016,20200326,05,06,08,17,24,27,07
20017,20200329,02,04,07,15,20,27,04
20018,20200331,05,07,08,11,17,22,13
20019,20200402,15,19,27,28,30,33,03
20020,20200405,01,06,09,13,15,22,14
20021,20200407,02,06,14,16,27,31,07
20022,20200409,02,10,20,22,25,30,02
20023,20200412,04,05,20,21,30,33,08
20024,20200414,10,13,27,28,29,31,08
20025,20200416,01,09,10,15,20,29,02
20026,20200419,01,04,09,18,19,31,06
20027,20200421,12,13,14,24,25,28,06
20028,20200423,05,06,15,18,26,32,08
20029,20200426,01,12,18,20,30,32,05
20030,20200428,17,18,21,29,30,32,03
20031,20200430,02,05,09,15,16,27,09
20032,20200503,03,11,13,14,15,26,13
20033,20200505,07,10,12,21,31,32,01
20034,20200507,02,08,15,16,26,32,03
20035,20200510,10,14,24,25,28,33,11
20036,20200512,07,09,16,22,24,32,06
20037,20200514,01,04,11,13,17,24,15
20038,20200517,01,06,07,18,23,24,15
20039,20200519,02,09,10,11,16,29,02
20040,20200521,01,06,12,16,19,21,04
20041,20200524,06,07,16,22,24,25,13
20042,20200526,02,06,07,11,14,31,03
20043,20200528,01,11,24,25,27,30,07
20044,20200531,07,08,16,17,19,24,07
20045,20200602,02,03,15,21,22,33,16
20046,20200604,13,19,25,26,27,32,08
20047,20200607,04,10,17,19,28,32,01
20048,20200609,12,14,18,23,30,32,02
20049,20200611,01,07,09,12,18,22,04
20050,20200614,04,09,17,20,32,33,15
20051,20200616,03,06,08,11,19,28,08
20052,20200618,02,08,13,29,32,33,15
20053,20200621,02,14,15,16,32,33,01
20054,20200623,03,10,19,25,26,31,02
20055,20200625,01,05,07,23,28,30,12
20056,20200628,02,05,08,12,26,31,14
20057,20200630,09,14,21,23,26,32,03
20058,20200702,01,03,11,12,19,26,07
20059,20200705,02,04,10,17,22,25,14
20060,20200707,05,09,14,20,24,30,08
20061,20200709,08,17,24,26,27,31,04
20062,20200712,10,14,17,22,26,27,05
20063,20200714,12,15,16,22,29,32,14
20064,20200716,01,03,07,21,27,32,01
20065,20200719,09,15,18,21,23,26,08
20066,20200721,02,09,13,17,26,28,07
20067,20200723,04,07,09,23,27,30,08
20068,20200726,12,16,21,26,27,32,10
20069,20200728,03,09,10,13,18,26,04
20070,20200730,01,02,04,06,19,21,15
20071,20200802,09,11,12,13,22,23,08
20072,20200804,06,08,10,15,17,26,04
20073,20200806,05,07,11,13,27,29,03
20074,20200809,04,08,09,13,19,33,12
20075,20200811,03,11,13,20,24,30,16
20076,20200813,10,15,16,18,20,27,06
20077,20200816,03,10,16,21,25,27,12
20078,20200818,03,11,14,16,21,32,04
20079,20200820,05,12,20,21,22,29,14
20080,20200823,14,15,18,22,31,33,01
20081,20200825,01,05,13,14,27,33,15
20082,20200827,02,08,11,17,21,30,09
20083,20200830,01,19,25,26,30,31,12
20084,20200901,03,07,16,17,23,30,07
20085,20200903,01,02,05,09,19,24,16
20086,20200906,02,04,06,15,24,27,06
20087,20200908,11,15,20,23,25,33,10
20088,20200910,01,06,12,26,29,30,12
20089,20200913,02,14,16,21,29,30,10
20090,20200915,02,21,23,26,31,32,06
20091,20200917,01,09,11,12,16,19,16
20092,20200920,01,06,12,18,22,24,03
20093,20200922,04,05,10,13,15,19,15
20094,20200924,10,15,17,27,29,31,08
20095,20200927,03,09,16,17,20,26,02
20096,20200929,01,20,23,26,27,32,15
20097,20201006,02,08,21,25,26,30,10
20098,20201008,06,08,11,22,25,33,02
20099,20201011,05,06,11,12,15,30,12
20100,20201013,01,07,15,16,20,23,07
20101,20201015,10,17,24,25,28,30,15
20102,20201018,09,10,19,25,26,29,08
20103,20201020,04,09,10,22,28,32,08
20104,20201022,04,08,10,16,27,29,09
20105,20201025,06,14,19,20,22,24,01
20106,20201027,02,04,11,15,18,28,10
20107,20201029,03,09,11,24,25,28,16
20108,20201101,10,12,15,17,23,32,05
20109,20201103,06,13,16,20,23,32,13
20110,20201105,02,06,09,14,22,25,04
20111,20201108,06,09,17,22,24,26,16
20112,20201110,02,09,12,17,28,32,05
20113,20201112,01,03,07,10,22,32,11
20114,20201115,01,05,11,24,30,32,03
20115,20201117,01,04,12,20,25,32,02
20116,20201119,05,06,14,16,19,27,10
20117,20201122,07,08,09,10,16,27,07
20118,20201124,11,13,19,26,30,33,05
20119,20201126,01,09,22,28,32,33,15
20120,20201129,01,02,03,04,09,10,12
20121,20201201,02,04,06,21,25,29,03
20122,20201203,12,15,17,24,26,31,15
20123,20201206,01,03,18,19,26,29,03
20124,20201208,16,18,19,20,29,33,12
20125,20201210,05,12,16,26,30,31,13
20126,20201213,03,07,12,14,23,28,11
20127,20201215,01,04,18,19,26,31,07
20128,20201217,08,10,15,16,23,26,10
20129,20201220,01,02,05,15,28,33,04
20130,20201222,08,09,11,14,17,29,16
20131,20201224,08,19,22,26,27,30,07
20132,20201227,01,04,11,12,14,23,04
20133,20201229,03,19,22,23,27,29,07
20134,20201231,02,09,10,20,22,26,01
21001,20210103,02,03,13,18,20,31,11
21002,20210105,06,10,13,25,26,32,11
21003,20210107,06,09,16,18,22,29,11
21004,20210110,02,03,07,08,17,22,15
21005,20210112,07,09,14,26,30,31,04
21006,20210114,06,08,22,24,25,26,01
21007,20210117,02,04,12,21,25,32,16
21008,20210119,01,05,07,14,18,33,07
21009,20210121,02,04,07,24,25,32,13
21010,20210124,01,04,11,19,32,33,05
21011,20210126,05,10,16,23,27,33,14
21012,20210128,03,06,14,18,20,26,01
21013,20210131,06,09,12,16,27,31,06
21014,20210202,04,15,21,25,29,33,06
21015,20210204,06,14,16,26,28,29,07
